dataset,dijet_deta,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[-inf, 0.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[0.0, 0.2)",1002,0.25609391927719116,6.5978922066278756e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[0.2, 0.4)",1030,0.26379212737083435,6.7822642449755222e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[0.4, 0.6000000000000001)",994,0.25506749749183655,6.5452142735011876e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[0.6000000000000001, 0.8)",911,0.23325587809085846,5.9986821725033224e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[0.8, 1.0)",785,0.2014365941286087,5.1690072723431513e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1.0, 1.2000000000000002)",713,0.1829608827829361,4.6949069655966014e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1.2000000000000002, 1.4000000000000001)",625,0.15986624360084534,4.1154515201924369e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1.4000000000000001, 1.6)",497,0.12702053785324097,3.2726071367505938e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1.6, 1.8)",383,0.098280534148216248,2.521948772482574e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1.8, 2.0)",313,0.080318033695220947,2.0610181309166364e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2.0, 2.2)",239,0.061329104006290436,1.5737487046862952e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2.2, 2.4000000000000004)",153,0.039260890334844589,1.0074625606648624e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2.4000000000000004, 2.6)",100,0.025660714134573936,6.5847225414472632e-06
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2.6, 2.8000000000000003)",56,0.01436999998986721,3.6874446323054144e-06
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[2.8000000000000003, 3.0)",32,0.0082114282995462418,2.1071111859782832e-06
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[3.0, 3.2)",17,0.0043623214587569237,1.1194027820238261e-06
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[3.2, 3.4000000000000004)",12,0.0030792856123298407,7.9016672316356562e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[3.4000000000000004, 3.6)",4,0.0010264285374432802,2.633888982472854e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[3.6, 3.8000000000000003)",10,0.0025660712271928787,6.5847223140735878e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[3.8000000000000003, 4.0)",2,0.00051321426872164011,1.316944491236427e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[4.0, 4.2)",3,0.00076982140308246017,1.9754168079089141e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[4.2, 4.4)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[4.4, 4.6000000000000005)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[4.6000000000000005, 4.800000000000001)",1,0.00025660713436082006,6.5847224561821349e-08
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[4.800000000000001, 5.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[5.0, 5.2)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[5.2, 5.4)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[5.4, 5.6000000000000005)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[5.6000000000000005, 5.800000000000001)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[5.800000000000001, 6.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[6.0, inf)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-inf, 0.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[0.0, 0.2)",1866,0.0013335990952327847,9.866510941591855e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[0.2, 0.4)",1801,0.0012892427621409297,9.5228214203046946e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[0.4, 0.6000000000000001)",1830,0.0013176017673686147,9.6761598733507981e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[0.6000000000000001, 0.8)",1819,0.0013081487268209457,9.6179975095367354e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[0.8, 1.0)",1769,0.0012645195238292217,9.3536212109057715e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1.0, 1.2000000000000002)",1640,0.0011692624539136887,8.6715312708207648e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1.2000000000000002, 1.4000000000000001)",1554,0.0011125445598736405,8.2168044590602562e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1.4000000000000001, 1.6)",1391,0.00099110999144613743,7.3549388801552595e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1.6, 1.8)",1276,0.00092348468024283648,6.7468741704601598e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1.8, 2.0)",1110,0.00079696002649143338,5.8691462800908312e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.0, 2.2)",865,0.00061444455059245229,4.5737039156001913e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.2, 2.4000000000000004)",743,0.00053300336003303528,3.9286265907101381e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.4000000000000004, 2.6)",651,0.00046465094783343375,3.4421748784652095e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.6, 2.8000000000000003)",567,0.00041084160329774022,2.9980232185700117e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[2.8000000000000003, 3.0)",412,0.00029231561347842216,2.1784578307926239e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3.0, 3.2)",343,0.00024505067267455161,1.8136189772199884e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3.2, 3.4000000000000004)",251,0.00017960686818696558,1.3271672649750599e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3.4000000000000004, 3.6)",190,0.00013815912825521082,1.0046286025300333e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3.6, 3.8000000000000003)",144,0.0001018014590954408,7.61402746407569e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[3.8000000000000003, 4.0)",113,8.0714016803540289e-05,5.97489627218728e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[4.0, 4.2)",72,5.2355037041706964e-05,3.807013732037845e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[4.2, 4.4)",46,3.3449050533818081e-05,2.4322587346969904e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[4.4, 4.6000000000000005)",32,2.18145978578832e-05,1.6920060838532258e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[4.6000000000000005, 4.800000000000001)",16,1.0180146091443021e-05,8.4600304192661291e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[4.800000000000001, 5.0)",5,3.6357664612296503e-06,2.643759560230774e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[5.0, 5.2)",3,2.1814598767377902e-06,1.5862556494022906e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[5.2, 5.4)",3,2.1814598767377902e-06,1.5862556494022906e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[5.4, 5.6000000000000005)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[5.6000000000000005, 5.800000000000001)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[5.800000000000001, 6.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[6.0, inf)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-inf, 0.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.0, 0.2)",204,0.00019958340271841735,1.9526243122403031e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.2, 0.4)",188,0.00018392980564385653,1.7994773726659474e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.4, 0.6000000000000001)",202,0.00019371330563444644,1.9334810141824477e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.6000000000000001, 0.8)",159,0.00015360095130745322,1.5218984406040192e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.8, 1.0)",155,0.00014968756295274943,1.4836117057104303e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.0, 1.2000000000000002)",176,0.00016631951439194381,1.6846171679851807e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.2000000000000002, 1.4000000000000001)",129,0.00012229375715833157,1.2347477207352853e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.4000000000000001, 1.6)",117,0.00010859685426112264,1.1198875160545185e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.6, 1.8)",92,8.8051507191266865e-05,8.8059531888617926e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1.8, 2.0)",78,7.2397902840748429e-05,7.4659167736967902e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.0, 2.2)",58,5.4787604312878102e-05,5.5515789881832589e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.2, 2.4000000000000004)",61,5.5765951401554048e-05,5.8387294998851758e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.4000000000000004, 2.6)",45,4.4025753595633432e-05,4.307259757196924e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.6, 2.8000000000000003)",26,2.3480401068809442e-05,2.488638808917365e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[2.8000000000000003, 3.0)",22,2.152370143448934e-05,2.1057714599814759e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3.0, 3.2)",9,8.8051501734298654e-06,8.6145188205044576e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3.2, 3.4000000000000004)",14,1.3696901078219526e-05,1.3400363284288286e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3.4000000000000004, 3.6)",4,3.913400178134907e-06,3.8286752240823674e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3.6, 3.8000000000000003)",5,4.8917499952949584e-06,4.7858440301029592e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[3.8000000000000003, 4.0)",4,3.913400178134907e-06,3.8286752240823674e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[4.0, 4.2)",1,9.7835004453372676e-07,9.5716880602059184e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[4.2, 4.4)",2,1.9567000890674535e-06,1.9143376120411837e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[4.4, 4.6000000000000005)",1,9.7835004453372676e-07,9.5716880602059184e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[4.6000000000000005, 4.800000000000001)",1,9.7835004453372676e-07,9.5716880602059184e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[4.800000000000001, 5.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[5.0, 5.2)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[5.2, 5.4)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[5.4, 5.6000000000000005)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[5.6000000000000005, 5.800000000000001)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[5.800000000000001, 6.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[6.0, inf)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-inf, 0.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.0, 0.2)",2541,0.23817357420921326,2.2324536985252053e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.2, 0.4)",2487,0.23311202228069305,2.1850106350029819e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.4, 0.6000000000000001)",2399,0.22486358880996704,2.1076963093946688e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.6000000000000001, 0.8)",2320,0.21745873987674713,2.0382889488246292e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.8, 1.0)",2013,0.18868295848369598,1.7685671991785057e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.0, 1.2000000000000002)",1885,0.17668522894382477,1.6561098163947463e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.2000000000000002, 1.4000000000000001)",1589,0.14894048869609833,1.3960522665001918e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.4000000000000001, 1.6)",1276,0.11960230767726898,1.1210589946131222e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.6, 1.8)",1018,0.095419399440288544,8.943871762312483e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.8, 2.0)",746,0.069924235343933105,6.5541535150259733e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.0, 2.2)",510,0.047803431749343872,4.480721599975368e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.2, 2.4000000000000004)",319,0.029900576919317245,2.8026474865328055e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.4000000000000004, 2.6)",185,0.017340460792183876,1.6253598005278036e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.6, 2.8000000000000003)",95,0.0089045604690909386,8.3464419731171802e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.8000000000000003, 3.0)",58,0.0054364688694477081,5.0957225994352484e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3.0, 3.2)",33,0.0030931632500141859,2.899290336699778e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3.2, 3.4000000000000004)",16,0.001499715493991971,1.4057165742542566e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3.4000000000000004, 3.6)",13,0.0012185188243165612,1.1421447254633676e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3.6, 3.8000000000000003)",2,0.00018746443674899638,1.7571457178178207e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3.8000000000000003, 4.0)",5,0.00046866107732057571,4.3928643833623937e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[4.0, 4.2)",4,0.00037492887349799275,3.5142914356356414e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[4.2, 4.4)",4,0.00037492887349799275,3.5142914356356414e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[4.4, 4.6000000000000005)",1,9.3732218374498188e-05,8.7857285890891035e-09
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[4.6000000000000005, 4.800000000000001)",1,9.3732218374498188e-05,8.7857285890891035e-09
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[4.800000000000001, 5.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[5.0, 5.2)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[5.2, 5.4)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[5.4, 5.6000000000000005)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[5.6000000000000005, 5.800000000000001)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[5.800000000000001, 6.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[6.0, inf)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-inf, 0.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.0, 0.2)",4435,0.0013805931666865945,4.2977171821334537e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.2, 0.4)",4338,0.0013503975933417678,4.2037198721978086e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.4, 0.6000000000000001)",4252,0.0013236262602731586,4.1203818135215897e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.6000000000000001, 0.8)",4133,0.0012865820899605751,4.0050654459555801e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.8, 1.0)",4007,0.0012473589740693569,3.8829656157091108e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.0, 1.2000000000000002)",3834,0.0011935048969462514,3.7153208287676875e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.2000000000000002, 1.4000000000000001)",3575,0.0011128794867545366,3.4643379831500454e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.4000000000000001, 1.6)",3292,0.0010247830068692565,3.1900981856125554e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.6, 1.8)",2895,0.00090119894593954086,2.8053870337885201e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.8, 2.0)",2546,0.00079255696618929505,2.4671900633599364e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2.0, 2.2)",2075,0.00064593704883009195,2.0107696063753622e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2.2, 2.4000000000000004)",1861,0.00057931995252147317,1.8033938231631907e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2.4000000000000004, 2.6)",1541,0.0004797055444214493,1.4932992342675533e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2.6, 2.8000000000000003)",1275,0.00039690107223577797,1.2355332035252076e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2.8000000000000003, 3.0)",944,0.0002938624529633671,9.1477901642544879e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[3.0, 3.2)",763,0.00023751806293148547,7.3938181965882421e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[3.2, 3.4000000000000004)",609,0.00018957864085678011,5.9014876319096743e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[3.4000000000000004, 3.6)",442,0.00013759237481281161,4.2831814484056707e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[3.6, 3.8000000000000003)",344,0.00010708547051763162,3.3335167959336331e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[3.8000000000000003, 4.0)",246,7.6578558946494013e-05,2.3838521434615956e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[4.0, 4.2)",152,4.7316836571553722e-05,1.472949366643217e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[4.2, 4.4)",88,2.7393956770538352e-05,8.5276013681023777e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[4.4, 4.6000000000000005)",47,1.4630863915954251e-05,4.5545143177727621e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[4.6000000000000005, 4.800000000000001)",27,8.404964319197461e-06,2.6164231371750279e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[4.800000000000001, 5.0)",9,2.8016547730658203e-06,8.7214106379504552e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[5.0, 5.2)",4,1.2451798738766229e-06,3.8761824154055768e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[5.2, 5.4)",1,3.1129496846915572e-07,9.6904560385139421e-14
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[5.4, 5.6000000000000005)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[5.6000000000000005, 5.800000000000001)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[5.800000000000001, 6.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[6.0, inf)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-inf, 0.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.0, 0.2)",512,0.00016037507157307118,5.0234694876083452e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.2, 0.4)",481,0.00015066485502757132,4.7193141755608181e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.4, 0.6000000000000001)",479,0.00015003839507699013,4.6996913305452637e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.6000000000000001, 0.8)",496,0.00015536334831267595,4.8664860335945193e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.8, 1.0)",489,0.00015317072393372655,4.7978059025677311e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1.0, 1.2000000000000002)",440,0.00013782232417725027,4.3170439445461284e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1.2000000000000002, 1.4000000000000001)",409,0.00012811212218366563,4.0128886324986013e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1.4000000000000001, 1.6)",307,9.6162395493593067e-05,3.0121193733689822e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1.6, 1.8)",280,8.7705120677128434e-05,2.7472099248249116e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1.8, 2.0)",170,5.3249535994837061e-05,1.6679489386883795e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2.0, 2.2)",162,5.0743674364639446e-05,1.5894572116814665e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2.2, 2.4000000000000004)",116,3.6334975447971374e-05,1.1381297813917168e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2.4000000000000004, 2.6)",107,3.3515883842483163e-05,1.0498266318770266e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2.6, 2.8000000000000003)",83,2.5998302589869127e-05,8.1435153759246148e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2.8000000000000003, 3.0)",55,1.7227790522156283e-05,5.3963049306826605e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[3.0, 3.2)",45,1.4095465303398669e-05,4.4151587767771172e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[3.2, 3.4000000000000004)",24,7.5175812526140362e-06,2.3547513765265204e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[3.4000000000000004, 3.6)",13,4.0720233300817199e-06,1.2754903470219014e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[3.6, 3.8000000000000003)",11,3.4455581499059917e-06,1.079261029504619e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[3.8000000000000003, 4.0)",6,1.8793953131535091e-06,5.8868784413163011e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[4.0, 4.2)",7,2.1926280169282109e-06,6.8680244868016271e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[4.2, 4.4)",1,3.1323256166615465e-07,9.8114638429850493e-14
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[4.4, 4.6000000000000005)",1,3.1323256166615465e-07,9.8114638429850493e-14
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[4.6000000000000005, 4.800000000000001)",1,3.1323256166615465e-07,9.8114638429850493e-14
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[4.800000000000001, 5.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[5.0, 5.2)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[5.2, 5.4)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[5.4, 5.6000000000000005)",1,3.1323256166615465e-07,9.8114638429850493e-14
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[5.6000000000000005, 5.800000000000001)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[5.800000000000001, 6.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[6.0, inf)",0,0,0
