dataset,leadFatJet_eta,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-2.5999999999999996, -2.4)",228,0.021370945498347282,2.0031461644975934e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-2.4, -2.2)",326,0.030556702986359596,2.8641475182666909e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-2.2, -2.0)",432,0.040492318570613861,3.7954348499624757e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-2.0, -1.7999999999999998)",681,0.063831642270088196,5.9830813370354008e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-1.7999999999999998, -1.5999999999999996)",935,0.087639622390270233,8.2146561908302829e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-1.5999999999999996, -1.4)",1187,0.11126014590263367,1.0428660061734263e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-1.4, -1.1999999999999997)",1422,0.1332872211933136,1.2493305803218391e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-1.1999999999999997, -1.0)",1817,0.17031143605709076,1.5963669284246862e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-1.0, -0.7999999999999998)",1951,0.18287156522274017,1.7140955606009811e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-0.7999999999999998, -0.5999999999999996)",2202,0.20639833807945251,1.9346174667589366e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-0.5999999999999996, -0.3999999999999999)",2347,0.21998952329158783,2.0620105715352111e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-0.3999999999999999, -0.19999999999999973)",2376,0.22270774841308594,2.0874891561106779e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-0.19999999999999973, 0.0)",2486,0.23301829397678375,2.1841320631210692e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.0, 0.20000000000000018)",2471,0.23161230981349945,2.1709534848923795e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.20000000000000018, 0.40000000000000036)",2396,0.22458238899707794,2.1050605937489308e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.40000000000000036, 0.6000000000000005)",2352,0.22045817971229553,2.0664034309447743e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.6000000000000005, 0.8000000000000007)",2197,0.20592968165874481,1.9302246073493734e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.8000000000000007, 1.0)",1916,0.17959092557430267,1.6833455447340384e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.0, 1.2000000000000002)",1707,0.16000089049339294,1.4997238395153545e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.2000000000000002, 1.4000000000000004)",1498,0.14041087031364441,1.3161021342966706e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.4000000000000004, 1.6000000000000005)",1204,0.11285359412431717,1.0578017281659413e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.6000000000000005, 1.8000000000000007)",913,0.085577517747879028,8.0213703768095002e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[1.8000000000000007, 2.0)",675,0.063269250094890594,5.9303670241206419e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.0, 2.2)",512,0.047990895807743073,4.498293037613621e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.2, 2.4000000000000004)",373,0.034962117671966553,3.2770767575129867e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.4000000000000004, 2.6000000000000005)",213,0.01996496319770813,1.8713601548370207e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.6000000000000005, 2.8000000000000007)",148,0.013872368261218071,1.3002878631596104e-06
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[2.8000000000000007, 3.0)",57,0.0053427363745868206,5.0078654112439835e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3.0, 3.2)",29,0.0027182344347238541,2.5478612997176242e-07
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3.2, 3.4000000000000004)",9,0.00084358995081856847,7.9071554637266672e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3.4000000000000004, 3.6000000000000005)",2,0.00018746443674899638,1.7571457178178207e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3.6000000000000005, 3.8000000000000007)",3,0.00028119666967540979,2.6357184879088891e-08
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[3.8000000000000007, 4.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[4.0, inf)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-inf, -4.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-4.0, -3.8)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-3.8, -3.6)",2,6.2258993693831144e-07,1.9380912077027884e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-3.6, -3.4)",1,3.1129496846915572e-07,9.6904560385139421e-14
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-3.4, -3.2)",7,2.1790647224406712e-06,6.7833190236718521e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-3.2, -3.0)",25,7.7823742685723118e-06,2.4226139757471676e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-3.0, -2.8)",27,8.404964319197461e-06,2.6164231371750279e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-2.8, -2.5999999999999996)",88,2.7393956770538352e-05,8.5276013681023777e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-2.5999999999999996, -2.4)",151,4.7005542000988498e-05,1.4632588543617153e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-2.4, -2.2)",256,7.9691511928103864e-05,2.4807567458595692e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-2.2, -2.0)",355,0.00011050971079384908,3.4401117371407608e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-2.0, -1.7999999999999998)",558,0.00017370258865412325,5.4072746280553474e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-1.7999999999999998, -1.5999999999999996)",871,0.00027113792020827532,8.4403872779859057e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-1.5999999999999996, -1.4)",1227,0.00038195893284864724,1.1890190221297559e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-1.4, -1.1999999999999997)",1642,0.00051114632515236735,1.5911728878936771e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-1.1999999999999997, -1.0)",2121,0.00066025659907609224,2.0553457547034526e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-1.0, -0.7999999999999998)",2708,0.00084298680303618312,2.6241755990419335e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-0.7999999999999998, -0.5999999999999996)",3200,0.00099614390637725592,3.1009458889563746e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-0.5999999999999996, -0.3999999999999999)",3587,0.0011166150216013193,3.4759664591099693e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-0.3999999999999999, -0.19999999999999973)",3864,0.0012028437340632081,3.7443922962232534e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[-0.19999999999999973, 0.0)",3955,0.0012311716563999653,3.8325753681789365e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.0, 0.20000000000000018)",3921,0.0012205875245854259,3.7996278345886481e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.20000000000000018, 0.40000000000000036)",3881,0.0012081357417628169,3.7608660630183977e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.40000000000000036, 0.6000000000000005)",3546,0.0011038519442081451,3.4362357403949773e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.6000000000000005, 0.8000000000000007)",3139,0.00097715493757277727,3.0418342844562574e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[0.8000000000000007, 1.0)",2744,0.00085419340757653117,2.6590610269217052e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.0, 1.2000000000000002)",2133,0.00066399219213053584,2.0669742306633765e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.2000000000000002, 1.4000000000000004)",1689,0.00052577722817659378,1.6367179833665091e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.4000000000000004, 1.6000000000000005)",1243,0.00038693964597769082,1.2045237030022804e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.6000000000000005, 1.8000000000000007)",909,0.00028296711388975382,8.8086246630147969e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[1.8000000000000007, 2.0)",558,0.00017370258865412325,5.4072746280553474e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2.0, 2.2)",359,0.00011175489635206759,3.4788737862667674e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2.2, 2.4000000000000004)",232,7.2220434958580881e-05,2.2481858388823106e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2.4000000000000004, 2.6000000000000005)",161,5.0118491344619542e-05,1.5601634567596889e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2.6000000000000005, 2.8000000000000007)",88,2.7393956770538352e-05,8.5276013681023777e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[2.8000000000000007, 3.0)",34,1.0584029041638132e-05,3.2947550937523218e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[3.0, 3.2)",14,4.3581294448813424e-06,1.3566638047343704e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[3.2, 3.4000000000000004)",8,2.4903597477532458e-06,7.7523648308111537e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[3.4000000000000004, 3.6000000000000005)",2,6.2258993693831144e-07,1.9380912077027884e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[3.6000000000000005, 3.8000000000000007)",3,9.3388490540746716e-07,2.9071368793168184e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[3.8000000000000007, 4.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.1_alpha-peak,"[4.0, inf)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-inf, -4.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-4.0, -3.8)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-3.8, -3.6)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-3.6, -3.4)",2,6.264651233323093e-07,1.9622927685970099e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-3.4, -3.2)",3,9.3969765657675453e-07,2.9434392206581506e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-3.2, -3.0)",7,2.1926280169282109e-06,6.8680244868016271e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-3.0, -2.8)",11,3.4455581499059917e-06,1.079261029504619e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-2.8, -2.5999999999999996)",37,1.1589604582695756e-05,3.6302417235484219e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-2.5999999999999996, -2.4)",62,1.9420418539084494e-05,6.0831075419931491e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-2.4, -2.2)",81,2.5371837182319723e-05,7.9472860584073324e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-2.2, -2.0)",142,4.4479023927124217e-05,1.393227894164184e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-2.0, -1.7999999999999998)",232,7.2669950895942748e-05,2.2762595627834337e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-1.7999999999999998, -1.5999999999999996)",345,0.00010806523641804233,3.3849551633879926e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-1.5999999999999996, -1.4)",560,0.00017541024135425687,5.4944198496498231e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-1.4, -1.1999999999999997)",694,0.00021738339273724705,6.8091560168070941e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-1.1999999999999997, -1.0)",928,0.00029067980358377099,9.1050382511337347e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-1.0, -0.7999999999999998)",1194,0.00037399967550300062,1.1714887393488027e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-0.7999999999999998, -0.5999999999999996)",1414,0.00044291085214354098,1.3873409365761091e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-0.5999999999999996, -0.3999999999999999)",1581,0.00049522065091878176,1.5511923689981444e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-0.3999999999999999, -0.19999999999999973)",1709,0.00053531443700194359,1.6767791322092052e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-0.19999999999999973, 0.0)",1806,0.00056569802109152079,1.7719503642155132e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.0, 0.20000000000000018)",1754,0.00054940988775342703,1.7209307590082545e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.20000000000000018, 0.40000000000000036)",1733,0.00054283201461657882,1.7003266850057486e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.40000000000000036, 0.6000000000000005)",1643,0.00051464111311361194,1.6120235701855279e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.6000000000000005, 0.8000000000000007)",1373,0.00043006832129321992,1.3471139481691097e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.8000000000000007, 1.0)",1179,0.00036930118221789598,1.1567715535454326e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1.0, 1.2000000000000002)",966,0.00030258265906013548,9.4778740411527451e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1.2000000000000002, 1.4000000000000004)",770,0.00024118907458614558,7.5548269029557247e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1.4000000000000004, 1.6000000000000005)",550,0.00017227791249752045,5.3963052776273557e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1.6000000000000005, 1.8000000000000007)",379,0.00011871514288941398,3.718544916431199e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1.8000000000000007, 2.0)",238,7.4549352575559169e-05,2.3351284447747922e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2.0, 2.2)",170,5.3249535994837061e-05,1.6679489386883795e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2.2, 2.4000000000000004)",101,3.1636489438824356e-05,9.9095783662184189e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2.4000000000000004, 2.6000000000000005)",56,1.7541024135425687e-05,5.4944195894413017e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2.6000000000000005, 2.8000000000000007)",45,1.4095465303398669e-05,4.4151587767771172e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2.8000000000000007, 3.0)",16,5.0117209866584744e-06,1.5698342148776079e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[3.0, 3.2)",3,9.3969765657675453e-07,2.9434392206581506e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[3.2, 3.4000000000000004)",4,1.2529302466646186e-06,3.9245855371940197e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[3.4000000000000004, 3.6000000000000005)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[3.6000000000000005, 3.8000000000000007)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[3.8000000000000007, 4.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[4.0, inf)",0,0,0
