dataset,sublFatJet_pt,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[-inf, 0.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[0.0, 40.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[40.0, 80.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[80.0, 120.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[120.0, 160.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[160.0, 200.0)",379,0.097254104912281036,2.49560980591923e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[200.0, 240.0)",1947,0.49910086393356323,0.00012820454139728099
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[240.0, 280.0)",1653,0.42417159676551819,0.00010884545918088406
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[280.0, 320.0)",1278,0.32743069529533386,8.4152750787325203e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[320.0, 360.0)",998,0.25558069348335266,6.5715532400645316e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[360.0, 400.0)",685,0.17526267468929291,4.5105349272489548e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[400.0, 440.0)",452,0.11495999991893768,2.9762944905087352e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[440.0, 480.0)",234,0.060046069324016571,1.5408249964821152e-05
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[480.0, 520.0)",98,0.025147499516606331,6.4530281633778941e-06
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[520.0, 560.0)",65,0.016679463908076286,4.2800697883649264e-06
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[560.0, 600.0)",28,0.0071849999949336052,1.8437223161527072e-06
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[600.0, 640.0)",19,0.004875535611063242,1.251097273780033e-06
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[640.0, 680.0)",14,0.0035924999974668026,9.218611580763536e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[680.0, 720.0)",12,0.0030792856123298407,7.9016672316356562e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[720.0, 760.0)",6,0.0015396428061649203,3.9508336158178281e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[760.0, 800.0)",1,0.00025660713436082006,6.5847224561821349e-08
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[800.0, 840.0)",2,0.00051321426872164011,1.316944491236427e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[840.0, 880.0)",3,0.00076982140308246017,1.9754168079089141e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[880.0, 920.0)",2,0.00051321426872164011,1.316944491236427e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[920.0, 960.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[960.0, 1000.0)",2,0.00051321426872164011,1.316944491236427e-07
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1000.0, 1040.0)",1,0.00025660713436082006,6.5847224561821349e-08
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1040.0, 1080.0)",1,0.00025660713436082006,6.5847224561821349e-08
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1080.0, 1120.0)",1,0.00025660713436082006,6.5847224561821349e-08
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1120.0, 1160.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1160.0, 1200.0)",1,0.00025660713436082006,6.5847224561821349e-08
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1200.0, 1240.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1240.0, 1280.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1280.0, 1320.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1320.0, 1360.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1360.0, 1400.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1400.0, 1440.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1440.0, 1480.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1480.0, 1520.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1520.0, 1560.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1560.0, 1600.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1600.0, 1640.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1640.0, 1680.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1680.0, 1720.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1720.0, 1760.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1760.0, 1800.0)",0,0,0
SVJ_Esh_mZp-1000_mD-20_rinv-0p3_aD-peak,"[1800.0, inf)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[-inf, 0.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[0.0, 40.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[40.0, 80.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[80.0, 120.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[120.0, 160.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[160.0, 200.0)",46,3.3449050533818081e-05,2.4322587346969904e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[200.0, 240.0)",371,0.00026831956347450614,1.9616695767776804e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[240.0, 280.0)",498,0.00035339649184606969,2.6331845037752544e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[280.0, 320.0)",498,0.00035339649184606969,2.6331845037752544e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[320.0, 360.0)",544,0.00038829987170174718,2.8764102211198406e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[360.0, 400.0)",642,0.00046246949932537973,3.3945871114049453e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[400.0, 440.0)",653,0.00046465094783343375,3.4527500303305203e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[440.0, 480.0)",642,0.00045519796549342573,3.3945871114049453e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[480.0, 520.0)",735,0.00052864046301692724,3.8863265383604073e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[520.0, 560.0)",753,0.0005388205754570663,3.9815017949251796e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[560.0, 600.0)",768,0.00055263651302084327,4.0608144624698639e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[600.0, 640.0)",776,0.00055409083142876625,4.1031147923753508e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[640.0, 680.0)",810,0.00057735969312489033,4.2828904311953409e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[680.0, 720.0)",789,0.00056354381376877427,4.1718525856104804e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[720.0, 760.0)",801,0.00057226966600865126,4.2353026641350766e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[760.0, 800.0)",786,0.00056717958068475127,4.1559899965903924e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[800.0, 840.0)",814,0.00058463122695684433,4.3040404573702062e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[840.0, 880.0)",791,0.00056645239237695932,4.1824274599200351e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[880.0, 920.0)",805,0.00058244977844879031,4.256452690309942e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[920.0, 960.0)",822,0.00058899418218061328,4.346340509719937e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[960.0, 1000.0)",796,0.00056572526227682829,4.2088652008054339e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1000.0, 1040.0)",751,0.00054172921227291226,3.9709266430598689e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1040.0, 1080.0)",746,0.0005351848085410893,3.9444891797302262e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1080.0, 1120.0)",710,0.00050755299162119627,3.7541383890449254e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1120.0, 1160.0)",732,0.00051918742246925831,3.8704639493403192e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1160.0, 1200.0)",686,0.00049010134534910321,3.6272379544399769e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1200.0, 1240.0)",648,0.00046828671474941075,3.4263122894451215e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1240.0, 1280.0)",541,0.00039193563861772418,2.8605479096555086e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1280.0, 1320.0)",480,0.00034467066871002316,2.538009247210482e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1320.0, 1360.0)",402,0.00028795271646231413,2.1255826265775823e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1360.0, 1400.0)",330,0.00023414335737470537,1.7448813227627369e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1400.0, 1440.0)",163,0.00011852598981931806,8.6186557890499671e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1440.0, 1480.0)",91,6.6170949139632285e-05,4.8116424039568173e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1480.0, 1520.0)",42,3.0540439183823764e-05,2.2207579525312937e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1520.0, 1560.0)",24,1.599737151991576e-05,1.2690045195218325e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1560.0, 1600.0)",12,8.7258395069511607e-06,6.3450225976091623e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1600.0, 1640.0)",3,2.1814598767377902e-06,1.5862556494022906e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1640.0, 1680.0)",4,2.9086131689837202e-06,2.1150076048165323e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1680.0, 1720.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1720.0, 1760.0)",2,1.4543065844918601e-06,1.0575038024082661e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1760.0, 1800.0)",3,2.1814598767377902e-06,1.5862556494022906e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p1_aD-peak,"[1800.0, inf)",2,1.4543065844918601e-06,1.0575038024082661e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[-inf, 0.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[0.0, 40.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[40.0, 80.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[80.0, 120.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[120.0, 160.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[160.0, 200.0)",111,0.00010664015280781314,1.0624573443251961e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[200.0, 240.0)",542,0.00052048225188627839,5.1878551454720423e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[240.0, 280.0)",371,0.00035514106275513768,3.5510963614093782e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[280.0, 320.0)",238,0.00023089061141945422,2.278061767002626e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[320.0, 360.0)",150,0.00014479580568149686,1.4357531830100356e-10
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[360.0, 400.0)",79,7.5332951382733881e-05,7.5616332639860673e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[400.0, 440.0)",83,7.5332951382733881e-05,7.9445013068113468e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[440.0, 480.0)",47,4.4025753595633432e-05,4.4986934316648686e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[480.0, 520.0)",35,3.2285552151734009e-05,3.3500906909678108e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[520.0, 560.0)",15,1.4675250895379577e-05,1.4357532523989747e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[560.0, 600.0)",22,2.152370143448934e-05,2.1057714599814759e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[600.0, 640.0)",10,9.7834999905899167e-06,9.5716880602059184e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[640.0, 680.0)",12,1.1740200534404721e-05,1.1486025672247102e-11
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[680.0, 720.0)",9,6.8484505391097628e-06,8.6145188205044576e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[720.0, 760.0)",3,2.9350501336011803e-06,2.8715064180617755e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[760.0, 800.0)",7,6.8484505391097628e-06,6.7001816421441429e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[800.0, 840.0)",2,1.9567000890674535e-06,1.9143376120411837e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[840.0, 880.0)",5,4.8917499952949584e-06,4.7858440301029592e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[880.0, 920.0)",6,5.8701002672023606e-06,5.7430128361235511e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[920.0, 960.0)",1,9.7835004453372676e-07,9.5716880602059184e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[960.0, 1000.0)",1,9.7835004453372676e-07,9.5716880602059184e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1000.0, 1040.0)",2,1.9567000890674535e-06,1.9143376120411837e-12
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1040.0, 1080.0)",1,9.7835004453372676e-07,9.5716880602059184e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1080.0, 1120.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1120.0, 1160.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1160.0, 1200.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1200.0, 1240.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1240.0, 1280.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1280.0, 1320.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1320.0, 1360.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1360.0, 1400.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1400.0, 1440.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1440.0, 1480.0)",1,9.7835004453372676e-07,9.5716880602059184e-13
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1480.0, 1520.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1520.0, 1560.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1560.0, 1600.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1600.0, 1640.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1640.0, 1680.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1680.0, 1720.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1720.0, 1760.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1760.0, 1800.0)",0,0,0
SVJ_Esh_mZp-3000_mD-20_rinv-0p9_aD-peak,"[1800.0, inf)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[-inf, 0.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[0.0, 40.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[40.0, 80.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[80.0, 120.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[120.0, 160.0)",0,0,0
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[160.0, 200.0)",4283,0.4014551043510437,3.7629277358064428e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[200.0, 240.0)",4770,0.44710269570350647,4.1907926060957834e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[240.0, 280.0)",3706,0.34737160801887512,3.2559910323470831e-05
SVJ_Kevin_mZprime-1000_mDark-20_rinv-0.3_alpha-peak,"[280.0, 320.0)",2842,0.26638695597648621,2.4969040168798529e-05
