dataset,dijet_pt,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[250.0, 300.0)",2825,0.00089387781918048859,2.8283808628515317e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[300.0, 350.0)",2590,0.00081951986066997051,2.5930996239154069e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[350.0, 400.0)",2336,0.00073914992390200496,2.3387955461195986e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[400.0, 450.0)",2110,0.00066763971699401736,2.1125251548070878e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[450.0, 500.0)",1842,0.0005828400026075542,1.8442043725475088e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[500.0, 550.0)",1470,0.0004651328781619668,1.4717592422552883e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[550.0, 600.0)",1326,0.00041956885252147913,1.3275869292783682e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[600.0, 650.0)",1122,0.00035501978709362447,1.1233427382739691e-10
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[650.0, 700.0)",914,0.00028920508339069784,9.1509383404186906e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[700.0, 750.0)",716,0.00022655451903119683,7.1685685165689961e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[750.0, 800.0)",635,0.00020092475460842252,6.3575991693376466e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[800.0, 850.0)",455,0.0001439697080058977,4.555445257126145e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[850.0, 900.0)",396,0.00012530109961517155,3.9647389538099986e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[900.0, 950.0)",309,9.7772834124043584e-05,3.0936978673290483e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[950.0, 1000.0)",232,7.340872980421409e-05,2.3227763462640993e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1000.0, 1050.0)",185,5.8537130826152861e-05,1.8522140418641975e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1050.0, 1100.0)",115,3.6387948057381436e-05,1.1513762165904495e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1100.0, 1150.0)",90,2.8477523301262408e-05,9.0107704284192458e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1150.0, 1200.0)",62,1.9617849829955958e-05,6.207419994685992e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1200.0, 1250.0)",36,1.1391009138606023e-05,3.6043082581038721e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1250.0, 1300.0)",37,1.1707425983331632e-05,3.7044278235198735e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1300.0, 1350.0)",27,8.5432575360755436e-06,2.7032313019981213e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1350.0, 1400.0)",18,5.6955045693030115e-06,1.8021541290519361e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1400.0, 1450.0)",18,5.6955045693030115e-06,1.8021541290519361e-12
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1450.0, 1500.0)",7,2.2149185952002881e-06,7.0083771685353069e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1500.0, 1550.0)",7,2.2149185952002881e-06,7.0083771685353069e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1550.0, 1600.0)",6,1.8985015231010038e-06,6.0071804301731202e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1600.0, 1650.0)",3,9.4925076155050192e-07,3.0035902150865601e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1650.0, 1700.0)",4,1.2656677199629485e-06,4.0047869534487468e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1700.0, 1750.0)",5,1.582084678375395e-06,5.0059836918109335e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1750.0, 1800.0)",1,3.1641692999073712e-07,1.0011967383621867e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1800.0, 1850.0)",2,6.3283385998147423e-07,2.0023934767243734e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1850.0, 1900.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1900.0, 1950.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[1950.0, 2000.0)",1,3.1641692999073712e-07,1.0011967383621867e-13
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.5_alpha-peak,"[2000.0, inf)",2,6.3283385998147423e-07,2.0023934767243734e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[-inf, 0.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[0.0, 50.0)",1179,0.0003753003547899425,1.1946593714284859e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[50.0, 100.0)",3050,0.00097087875474244356,3.0905097925248981e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[100.0, 150.0)",3965,0.0012621423229575157,4.0176628690602456e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[150.0, 200.0)",4159,0.0013238965766504407,4.2142395129118881e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[200.0, 250.0)",4104,0.0013063889928162098,4.1585090926332668e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[250.0, 300.0)",3674,0.0011695110006257892,3.7227979032827818e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[300.0, 350.0)",3243,0.0010323147289454937,3.2860733578665702e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[350.0, 400.0)",2954,0.00094031996559351683,2.9932348266648034e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[400.0, 450.0)",2589,0.0008241328177973628,2.6233870631386935e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[450.0, 500.0)",2230,0.00070985557977110147,2.2596187421175529e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[500.0, 550.0)",1834,0.00058380054542794824,1.8583590222220892e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[550.0, 600.0)",1599,0.00050899514462798834,1.6202378327889733e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[600.0, 650.0)",1367,0.00043514466960914433,1.3851564339972811e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[650.0, 700.0)",1117,0.00035556443617679179,1.1318359444123516e-10
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[700.0, 750.0)",938,0.00029858501511625946,9.5045846193464456e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[750.0, 800.0)",742,0.00023619411513209343,7.5185517534048785e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[800.0, 850.0)",590,0.0001878093316918239,5.9783636374710625e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[850.0, 900.0)",453,0.00014419936633203179,4.5901671352766016e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[900.0, 950.0)",355,0.00011300391633994877,3.597150702305818e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[950.0, 1000.0)",283,9.0084817202296108e-05,2.8675879379380653e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1000.0, 1050.0)",226,7.1940521593205631e-05,2.2900171342543629e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1050.0, 1100.0)",155,4.9339738325215876e-05,1.5705870631821384e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1100.0, 1150.0)",138,4.3928284867433831e-05,1.3983291087538152e-11
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1150.0, 1200.0)",84,2.6738955057226121e-05,8.511568186375662e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1200.0, 1250.0)",52,1.6552687156945467e-05,5.2690659994858446e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1250.0, 1300.0)",40,1.273283578484552e-05,4.0531276251920545e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1300.0, 1350.0)",34,1.0822910553542897e-05,3.4451586548855939e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1350.0, 1400.0)",23,7.3213805080740713e-06,2.330548514589692e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1400.0, 1450.0)",12,3.8198509173525963e-06,1.2159383742937901e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1450.0, 1500.0)",11,3.5015298180951504e-06,1.1146101402959019e-12
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1500.0, 1550.0)",6,1.9099254586762981e-06,6.0796918714689507e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1550.0, 1600.0)",5,1.59160447310569e-06,5.0664095314900681e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1600.0, 1650.0)",3,9.5496272933814907e-07,3.0398459357344754e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1650.0, 1700.0)",2,6.3664180061095976e-07,2.0265638668061359e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1700.0, 1750.0)",2,6.3664180061095976e-07,2.0265638668061359e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1750.0, 1800.0)",1,3.1832090030547988e-07,1.0132819334030679e-13
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1800.0, 1850.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1850.0, 1900.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1900.0, 1950.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[1950.0, 2000.0)",0,0,0
SVJ_Kevin_mZprime-3000_mDark-50_rinv-0.3_alpha-peak,"[2000.0, inf)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[-inf, 0.0)",0,0,0
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[0.0, 50.0)",1191,4.1047162085305899e-05,1.4146680788612587e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[50.0, 100.0)",2792,9.6224750450346619e-05,3.3163335359104318e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[100.0, 150.0)",3499,0.00012059111759299412,4.1561068822582037e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[150.0, 200.0)",3815,0.00013148188008926809,4.5314516028405194e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[200.0, 250.0)",3774,0.00013006884546484798,4.4827518433376845e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[250.0, 300.0)",3458,0.0001191780756926164,4.1074075564362378e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[300.0, 350.0)",3325,0.0001145943024312146,3.9494301926068509e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[350.0, 400.0)",3039,0.00010473746806383133,3.6097197279871818e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[400.0, 450.0)",2743,9.4535993412137032e-05,3.2581313948870649e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[450.0, 500.0)",2357,8.1232712545897812e-05,2.7996411612607464e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[500.0, 550.0)",2168,7.4718933319672942e-05,2.5751471267876358e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[550.0, 600.0)",1872,6.4517458667978644e-05,2.223558793687519e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[600.0, 650.0)",1782,6.1415652453433722e-05,2.1166568931613172e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[650.0, 700.0)",1477,5.0903996452689171e-05,1.7543784350607106e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[700.0, 750.0)",1251,4.3115029257023707e-05,1.4859359402652483e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[750.0, 800.0)",1114,3.8393398426705971e-05,1.32320760251603e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[800.0, 850.0)",947,3.2637835829518735e-05,1.1248452256445995e-12
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[850.0, 900.0)",814,2.8054064387106337e-05,9.6686797023542992e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[900.0, 950.0)",728,2.5090121198445559e-05,8.6471731467960278e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[950.0, 1000.0)",613,2.112670881615486e-05,7.281205261118473e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1000.0, 1050.0)",504,1.7370084606227465e-05,5.9865046947438216e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1050.0, 1100.0)",422,1.454399898648262e-05,5.01251004678821e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1100.0, 1150.0)",353,1.2165951375209261e-05,4.1929288274906995e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1150.0, 1200.0)",299,1.0304871466360055e-05,3.5515175327537063e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1200.0, 1250.0)",225,7.7545018939417787e-06,2.6725467000034142e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1250.0, 1300.0)",176,6.0657434914901387e-06,2.0905254252950173e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1300.0, 1350.0)",158,5.4453835218737368e-06,1.8767217055577767e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1350.0, 1400.0)",117,4.0323411667486653e-06,1.3897242460546994e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1400.0, 1450.0)",97,3.3430519579269458e-06,1.1521645725161289e-13
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1450.0, 1500.0)",70,2.4125117761286674e-06,8.3145899291026809e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1500.0, 1550.0)",62,2.1367959561757743e-06,7.3643510994231276e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1550.0, 1600.0)",39,1.3441136843539425e-06,4.6324143793911171e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1600.0, 1650.0)",33,1.1373269899195293e-06,3.9197350877248627e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1650.0, 1700.0)",18,6.2036014014665852e-07,2.1380373667789949e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1700.0, 1750.0)",12,4.135734457122453e-07,1.42535824451933e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1750.0, 1800.0)",10,3.4464451914573146e-07,1.1877985370994416e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1800.0, 1850.0)",10,3.4464451914573146e-07,1.1877985370994416e-14
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1850.0, 1900.0)",6,2.0678672285612265e-07,7.1267912225966498e-15
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1900.0, 1950.0)",5,1.7232225957286573e-07,5.9389926854972082e-15
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[1950.0, 2000.0)",2,6.8928905250231765e-08,2.3755970741988833e-15
SVJ_Kevin_mZprime-4000_mDark-20_rinv-0.3_alpha-peak,"[2000.0, inf)",14,4.8250234385704971e-07,1.6629179519392183e-14
